endpoint,split,example_id,row_index,label,gold_key,gold,prediction,correct,prompt,solution0,solution1,prediction_path
dense_seed62065,parallel,parallel_ex000076_eng_latn,70,0,solution0,Do not cover it, Do not cover it,True,How do you make a candle burn for a long time?,Do not cover it,Cover it with aluminum foil,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000077_eng_latn,71,2,solution2,A stick, A knife,False,"While mother was sweeping the house, a coin that was on the floor was hit by the broom. The coin rolled far under the refrigerator. What could she use to get the coin out?",A sock,A fork,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000078_eng_latn,72,2,solution2,In the refrigerator, In the oven,False,"To stop a banana from ripening too fast, where can you put it?",In the oven,In a bowl,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000079_eng_latn,73,3,solution3,The car has worn out tires, The car has lost a tire,False,A car is skidding out of control. What scenario would make the car skid faster?,The car has new tires,The car has lost a tire,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000080_eng_latn,74,2,solution2,The plain water will freeze faster, The plain water will freeze faster,True,You have a cup of plain water and a cup of salt water. You put both in the freezer. Which will freeze faster?,The salt water will freeze faster,They will freeze at the same rate,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000081_eng_latn,75,0,solution0,Flatten out the towel and do not fold it, Flatten out the towel and do not fold it,True,A wet towel is lying crumpled up on the bathroom floor. How should you make it dry faster?,Flatten out the towel and do not fold it,Flatten out the towel and fold it into quarters,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000082_eng_latn,76,0,solution0,A dull low sound, An echoing sound,False,You arrive at a lake and want to check the thickness of the ice. You hit the ice with a stick. What kind of sound would mean the ice is safer to walk on?,A dull low sound,A high rattling sound,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000083_eng_latn,77,1,solution1,Less than 20cm, 20cm,False,"A person is walking in deep, fluffy snow, and their feet sink 20cm into the snow. A person with the same weight but much larger feet walks in the same snow. How much will the second person's feet sink into the snow?",20cm,Less than 20cm,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000084_eng_latn,78,1,solution1,No, Yes,False,"The deadline for a report is two weeks from today. We will meet about the report in one week. If the meeting is postponed by two weeks, will it still be before the report deadline?",Unable to answer,No,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000085_eng_latn,79,2,solution2,"Make animal shapes with your hand, then place your hand between the lamp and the wall"," Make animal shapes with your hand, then place your hand on the wall",False,Some children enjoy making different animals and birds with hand shadows on the wall. How do you make these shadows with your hand?,"Make animal shapes with your hand, then place your hand underneath the lamp","Make animal shapes with your hand, then place your hand on the wall",experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000086_eng_latn,80,1,solution1,The glass would break, The glass would break,True,"What would happen if we completely fill a glass container with water, seal it, and leave it outdoors in the freezing cold for a day?",The glass would harden,The glass would break,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000087_eng_latn,81,3,solution3,"Sugar and flour, oil and water"," Sugar and water, flour and salt",False,A recipe says that you have to mix the wet and dry ingredients separately. Which ingredients would be mixed together?,"Sugar and water, flour and salt","Sugar and flour, oil and salt",experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000088_eng_latn,82,3,solution3,Two glasses of 0.4L and one glass of 0.3L, Two glasses of 0.4L and one glass of 0.3L,True,We have 1 liter of milk and we want to pour all the milk into glasses. We only have three glasses. Which combination of sizes will be able to hold all the milk?,Two glasses of 0.2L and one glass of 0.5L,Three glasses of 0.3L,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000089_eng_latn,83,1,solution1,"Wrap the egg with the paper, then put it inside the cup"," Wrap the cup with the paper, then put it next to the egg",False,"There is a sheet of paper, a glass cup, and an egg. How would you place them in a box to best protect the egg from breaking?","Wrap the cup with the paper, then put it next to the egg","Wrap the egg with the paper, then put it inside the cup",experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000090_eng_latn,84,0,solution0,The water will move towards the front of the truck, The water will move towards the bottom of the truck,False,"A truck full of water is driving down a road. Suddenly, it has to stop. As it is stopping, where will the water go?",The water will move towards the front of the truck,The water will move towards the back of the truck,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000091_eng_latn,85,2,solution2,Blue and yellow, Blue and red,False,"James is painting a garden scene, but he has no green paint. What paints could he mix to get green?",Blue and red,Blue and white,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000092_eng_latn,86,1,solution1,One drop of red and two drops of yellow, One drop of red and one drop of blue,False,"Alex is baking an orange cake, and he needs to add food coloring to make it orange. What food coloring should he add?",One drop of yellow and one drop of blue,One drop of red and two drops of yellow,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000093_eng_latn,87,2,solution2,Fill a bag with leaves, Fill a bag with water,False,"To make a temporary outdoor pillow, what could you do?",Fill a bag with twigs,Fill a bag with stones,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000094_eng_latn,88,0,solution0,Drying the laundry, Folding the laundry,False,You put some cookies in the oven before doing some housework. What housework would not be possible to finish before the cookies need to be taken out of the oven?,Drying the laundry,Folding the laundry,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000095_eng_latn,89,2,solution2,Behind you, In front of you,False,"You and your friend are walking in a forest, but your friend turns left when you turn right, and you both keep walking. What direction is your friend relative to you now?",In front of you,To your right,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000096_eng_latn,90,3,solution3,Your friend is following you, You and your friend are walking towards each other,False,"You and your friend are walking down the street towards each other. You turn around, but your friend keeps walking in the same direction. Which direction are you and your friend walking relative to one another?",You and your friend are walking in opposite directions,You and your friend are walking towards each other,experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
dense_seed62065,parallel,parallel_ex000097_eng_latn,91,2,solution2,"The left car would swerve left, and the right car would not swerve"," The right car would swerve right, and the left car would not swerve",False,"Three cars are driving next to each other, and the car in the middle tries to turn left. What would the other two cars do?","The left car would swerve right, and the right car would not swerve","The left car would swerve left, and the right car would swerve right",experiments/archive/functional_learning/data/dense_focus_official_eval_seed62065/official_outputs/dense_focus_seed62065_u0080/GlobalPIQA_parallel/update_0080/full_dense_focus_seed62065_u0080_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
