pair_id,category,pivot_norm_a,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,left_distance,right_distance,between_content_count,row_a,source_a
p0006912,temporal,after,looked,founded,verbish,1,1001+,501-1000,1,4,3,11671,gutenberg
p0006913,spatial,through,times,eyes,content,1,1001+,1001+,3,2,2,11678,open_subtitles
p0006914,temporal,before,stick,yellow,content,1,1001+,1001+,2,6,4,11685,childes
p0006915,causal_connector,if,together,paper,content,1,1001+,1001+,10,7,6,11685,childes
p0006916,comparative,longer,gilles,creator,capitalized,2,11-25,51-100,4,4,2,11689,open_subtitles
p0006917,temporal,while,played,keeping,verbish,1,1001+,251-500,5,2,1,11690,gutenberg
p0006918,spatial,into,took,front,content,1,1001+,1001+,3,2,2,11690,gutenberg
p0006919,causal_connector,if,job,pay,content,1,1001+,1001+,1,4,1,11691,open_subtitles
p0006920,causal_connector,though,ball,hey,content,1,1001+,1001+,1,2,1,11695,childes
p0006921,spatial,above,similar,shows,content,1,501-1000,501-1000,5,4,2,11696,fw_preserved_compact_view
p0006922,comparative,more,food,million,content,1,1001+,1001+,3,3,4,11701,fw_preserved_compact_view
p0006923,comparative,than,food,million,content,1,1001+,1001+,4,2,4,11701,fw_preserved_compact_view
p0006924,causal_connector,if,barefoot,theirselves,content,3,26-50,6-10,4,6,2,11705,childes
p0006925,causal_connector,though,haven't,children's,content,2,1001+,251-500,5,9,6,11708,childes
p0006926,temporal,during,france,henry,capitalized,1,1001+,501-1000,1,1,1,11712,simple_wiki
p0006927,spatial,between,claims,reign,content,1,101-250,251-500,3,3,5,11712,simple_wiki
p0006928,temporal,until,june,july,capitalized,1,1001+,1001+,2,4,4,11713,simple_wiki
p0006929,temporal,while,standing,sleep,capitalized,3,1001+,1001+,3,3,3,11718,open_subtitles
p0006930,temporal,once,globe,shells,content,2,101-250,101-250,2,4,2,11719,fw_preserved_compact_view
p0006931,spatial,through,crisis,peace,content,1,101-250,501-1000,3,6,2,11720,fw_preserved_compact_view
p0006932,temporal,while,wishes,soldiers,content,1,101-250,501-1000,4,2,3,11723,gutenberg
p0006933,temporal,before,river,mighty,content,1,1001+,251-500,1,2,1,11726,qwen_pair_packed
p0006934,spatial,into,walls,castle,content,1,251-500,501-1000,1,2,1,11726,qwen_pair_packed
p0006935,causal_connector,if,loud,speech,content,1,501-1000,251-500,2,3,2,11727,childes
p0006936,causal_connector,if,loud,speech,content,1,501-1000,251-500,3,3,3,11727,childes
p0006937,comparative,better,contributions,steward,content,2,101-250,51-100,7,6,5,11729,qwen_pair_packed
p0006938,comparative,than,ranger,steward,content,2,101-250,51-100,1,4,1,11729,qwen_pair_packed
p0006939,spatial,under,hour,breath,content,2,1001+,251-500,3,2,1,11733,gutenberg
p0006940,comparative,better,uncle,friends,content,2,1001+,1001+,3,3,1,11735,open_subtitles
p0006941,causal_connector,if,along,looks,content,1,1001+,1001+,4,7,2,11742,qwen_pair_packed
p0006942,causal_connector,because,starts,keeps,content,1,501-1000,251-500,3,3,3,11743,childes
p0006943,temporal,until,forget,whole,content,1,1001+,1001+,2,4,2,11746,childes
p0006944,causal_connector,if,book,catch,content,1,1001+,501-1000,4,2,1,11749,childes
p0006945,temporal,once,port,complete,content,1,251-500,501-1000,3,4,4,11750,gutenberg
p0006946,spatial,into,walk,myself,content,1,1001+,1001+,1,2,2,11752,gutenberg
p0006947,temporal,before,shame,thou,content,1,101-250,501-1000,1,2,1,11755,gutenberg
p0006948,spatial,above,beard,waves,content,1,101-250,251-500,1,3,2,11755,gutenberg
p0006949,temporal,after,siberian,arctic,capitalized,2,11-25,51-100,2,4,4,11756,fw_preserved_compact_view
p0006950,temporal,until,wept,fellows,content,1,51-100,101-250,3,2,2,11760,qwen_pair_packed
p0006951,causal_connector,if,colleagues,nerve,content,1,101-250,101-250,3,3,3,11766,fw_preserved_compact_view
p0006952,causal_connector,unless,trouble,boat,content,2,1001+,1001+,1,7,2,11768,open_subtitles
p0006953,temporal,when,stand,somebody,content,1,1001+,1001+,2,1,1,11769,open_subtitles
p0006954,spatial,beneath,sits,rod,content,1,251-500,51-100,3,2,2,11772,gutenberg
p0006955,temporal,when,ranks,dusk,content,2,101-250,51-100,1,2,1,11775,gutenberg
p0006956,spatial,between,assume,cow,content,1,101-250,251-500,4,2,3,11776,bnc_spoken
p0006957,spatial,into,stop,club,content,1,1001+,1001+,1,2,1,11777,open_subtitles
p0006958,temporal,after,club,press,content,1,1001+,501-1000,7,4,3,11777,open_subtitles
p0006959,spatial,into,drinks,machine,content,2,101-250,501-1000,8,5,3,11779,open_subtitles
p0006960,temporal,once,weak,crazy,content,2,251-500,501-1000,4,9,5,11779,open_subtitles
p0006961,causal_connector,if,kiss,itself,content,1,251-500,501-1000,4,3,3,11780,gutenberg
p0006962,spatial,onto,days,don’t,content,2,1001+,251-500,5,3,4,11789,fw_preserved_compact_view
p0006963,causal_connector,because,single,enough,content,1,1001+,1001+,2,3,3,11799,childes
p0006964,temporal,while,school,send,content,1,1001+,1001+,4,5,2,11799,childes
p0006965,temporal,when,missing,tried,verbish,1,501-1000,1001+,1,2,1,11800,childes
p0006966,causal_connector,because,puzzle,piece,content,1,501-1000,1001+,1,7,2,11800,childes
p0006967,comparative,more,bar,canvas,content,1,251-500,51-100,5,1,4,11804,gutenberg
p0006968,spatial,between,summoned,sixteen,verbish,1,101-250,101-250,3,4,3,11805,gutenberg
p0006969,spatial,under,occupied,children,verbish,1,251-500,1001+,5,4,3,11807,gutenberg
p0006970,spatial,outside,cellar,yard,content,2,51-100,251-500,5,5,4,11807,gutenberg
p0006971,comparative,greater,injury,risk,content,1,101-250,501-1000,3,1,1,11810,fw_preserved_compact_view
p0006972,comparative,higher,injury,subsequent,content,1,101-250,51-100,2,3,3,11810,fw_preserved_compact_view
p0006973,spatial,outside,passed,cried,verbish,1,1001+,1001+,1,2,1,11811,gutenberg
p0006974,spatial,beyond,horses,lane,content,1,501-1000,251-500,4,2,3,11811,gutenberg
p0006975,temporal,while,days,car,content,1,1001+,1001+,2,5,3,11814,fw_preserved_compact_view
p0006976,temporal,after,cheers,mass,content,2,101-250,251-500,6,1,2,11815,fw_preserved_compact_view
p0006977,causal_connector,if,important,account,content,1,1001+,501-1000,1,4,2,11816,bnc_spoken
p0006978,spatial,into,important,account,content,1,1001+,501-1000,4,1,2,11816,bnc_spoken
p0006979,spatial,into,herself,arms,content,1,1001+,1001+,1,3,2,11825,gutenberg
p0006980,comparative,less,around,half,content,1,1001+,1001+,4,2,3,11826,qwen_pair_packed
p0006981,temporal,after,match,double,content,1,501-1000,501-1000,1,7,2,11829,open_subtitles
p0006982,causal_connector,though,excuse,become,content,1,1001+,1001+,5,7,4,11831,open_subtitles
p0006983,causal_connector,if,heart,feet,content,1,1001+,1001+,2,2,2,11833,open_subtitles
p0006984,temporal,when,cut,front,content,1,1001+,1001+,5,2,3,11836,fw_preserved_compact_view
p0006985,comparative,longer,autumn,starts,content,1,101-250,501-1000,2,3,3,11836,fw_preserved_compact_view
p0006986,comparative,than,health,excellent,content,1,1001+,251-500,2,9,5,11837,gutenberg
p0006987,comparative,less,cinema,stale,content,2,51-100,11-25,2,3,2,11838,fw_preserved_compact_view
p0006988,causal_connector,because,fresh,taste,content,1,501-1000,501-1000,1,3,2,11838,fw_preserved_compact_view
p0006989,comparative,faster,beat,heart,content,1,501-1000,1001+,1,7,3,11847,open_subtitles
p0006990,temporal,when,beer,drink,content,1,251-500,1001+,1,2,1,11853,childes
p0006991,temporal,when,useta,beer,content,1,251-500,251-500,2,3,2,11853,childes
p0006992,temporal,since,province,april,capitalized,1,501-1000,1001+,1,2,2,11857,simple_wiki
p0006993,spatial,under,ought,arrest,content,1,501-1000,101-250,3,1,1,11864,gutenberg
p0006994,temporal,after,tiny,teeth,content,1,501-1000,501-1000,2,6,3,11866,gutenberg
p0006995,comparative,more,round,flowers,content,1,1001+,501-1000,4,1,2,11869,gutenberg
p0006996,spatial,inside,clean,drawer,content,1,501-1000,101-250,2,3,2,11872,gutenberg
p0006997,spatial,against,face,box,content,1,1001+,1001+,1,2,1,11872,gutenberg
p0006998,spatial,onto,stock,end,content,1,251-500,1001+,1,3,1,11879,bnc_spoken
p0006999,spatial,against,sulky,smoky,content,3,11-25,11-25,2,2,2,11880,gutenberg
p0007000,spatial,into,varieties,specimens,content,3,51-100,26-50,1,2,2,11880,gutenberg
p0007001,temporal,since,fire,camp,capitalized,1,1001+,1001+,1,4,2,11881,gutenberg
p0007002,spatial,below,plain,hour,content,1,251-500,1001+,1,6,3,11883,gutenberg
p0007003,temporal,when,plain,battle,content,1,251-500,501-1000,5,4,4,11883,gutenberg
p0007004,spatial,through,warm,winter,content,1,501-1000,501-1000,2,3,2,11885,gutenberg
p0007005,comparative,better,body,whatever,content,1,1001+,1001+,3,2,3,11886,open_subtitles
p0007006,temporal,since,problem,understand,content,2,1001+,1001+,1,4,2,11890,open_subtitles
p0007007,causal_connector,if,inquired,pleased,verbish,1,101-250,251-500,1,3,2,11903,qwen_pair_packed
p0007008,temporal,when,news,george,capitalized,1,1001+,1001+,1,1,1,11904,simple_wiki
p0007009,spatial,into,cast,evil,content,1,251-500,251-500,2,5,4,11907,gutenberg
p0007010,causal_connector,if,cast,evil,content,1,251-500,251-500,3,4,4,11907,gutenberg
p0007011,causal_connector,if,device,patent,content,2,251-500,101-250,2,4,2,11909,open_subtitles
p0007012,temporal,when,police,almost,content,1,1001+,1001+,2,3,2,11911,open_subtitles
p0007013,temporal,when,works,ground,content,1,1001+,1001+,3,1,2,11912,fw_preserved_compact_view
p0007014,temporal,while,north,south,content,1,1001+,1001+,4,2,2,11915,simple_wiki
p0007015,temporal,when,case,wind,content,1,1001+,501-1000,1,2,1,11915,simple_wiki
p0007016,spatial,onto,jump,guys,content,1,501-1000,1001+,1,3,2,11916,childes
p0007017,spatial,onto,jump,gear,content,1,501-1000,101-250,1,3,2,11916,childes
p0007018,causal_connector,if,dream,fellows,content,1,501-1000,101-250,1,2,1,11917,childes
p0007019,spatial,across,rolls,horseshoe,content,1,101-250,101-250,1,5,3,11919,childes
p0007020,causal_connector,because,fault,learn,content,1,251-500,501-1000,2,4,3,11921,bnc_spoken
p0007021,temporal,when,grave,brief,content,1,251-500,251-500,2,5,4,11926,gutenberg
p0007022,spatial,through,best,became,content,1,1001+,1001+,5,5,4,11927,simple_wiki
p0007023,causal_connector,because,fresh,air,content,1,501-1000,1001+,2,5,3,11928,open_subtitles
p0007024,spatial,between,center,october,capitalized,1,501-1000,1001+,1,1,1,11933,fw_preserved_compact_view
p0007025,spatial,between,center,october,capitalized,1,501-1000,1001+,1,1,1,11933,fw_preserved_compact_view
p0007026,temporal,when,british,americans,capitalized,1,1001+,251-500,1,3,1,11943,gutenberg
p0007027,causal_connector,if,lived,seeing,verbish,1,1001+,501-1000,4,7,5,11943,gutenberg
p0007028,temporal,when,makes,cell,content,1,1001+,501-1000,6,8,7,11946,open_subtitles
p0007029,comparative,more,makes,cell,content,1,1001+,501-1000,10,4,7,11946,open_subtitles
p0007030,spatial,into,valour,enemy's,content,2,11-25,26-50,1,2,1,11950,gutenberg
p0007031,causal_connector,if,looking,tied,verbish,1,1001+,251-500,9,4,5,11952,qwen_pair_packed
p0007032,temporal,while,bay,sought,content,1,251-500,101-250,1,2,1,11952,qwen_pair_packed
p0007033,temporal,when,pause,bathroom,content,2,101-250,251-500,3,8,2,11953,childes
p0007034,temporal,when,cups,popsicle,content,2,251-500,51-100,3,9,2,11954,childes
p0007035,temporal,during,movement,second,capitalized,1,501-1000,1001+,1,5,2,11959,simple_wiki
p0007036,temporal,after,album,scene,content,1,1001+,251-500,2,4,4,11963,simple_wiki
p0007037,spatial,against,declares,demons,content,2,11-25,26-50,2,2,2,11964,simple_wiki
p0007038,spatial,against,guard,secret,content,1,251-500,501-1000,1,2,1,11966,gutenberg
p0007039,causal_connector,though,agents,villain,content,1,101-250,51-100,3,3,3,11966,gutenberg
p0007040,temporal,when,discuss,spoke,content,1,251-500,501-1000,9,2,4,11971,bnc_spoken
p0007041,causal_connector,because,evil,himself,content,1,251-500,1001+,5,3,3,11973,fw_preserved_compact_view
p0007042,causal_connector,because,evil,servant,content,1,251-500,251-500,2,5,3,11973,fw_preserved_compact_view
p0007043,temporal,when,funny,kept,content,1,1001+,1001+,1,2,1,11974,childes
p0007044,temporal,since,oakford,jemima,capitalized,3,26-50,11-25,3,3,2,11976,gutenberg
p0007045,comparative,greater,weather,challenges,content,1,501-1000,101-250,2,1,1,11977,qwen_pair_packed
p0007046,causal_connector,because,prison,belongs,content,1,501-1000,251-500,2,2,2,11980,qwen_pair_packed
p0007047,temporal,until,april,june,capitalized,1,1001+,1001+,1,2,2,11980,qwen_pair_packed
p0007048,temporal,when,ago,students,content,1,1001+,501-1000,1,1,1,11981,fw_preserved_compact_view
p0007049,temporal,when,ago,students,content,1,1001+,501-1000,1,2,2,11981,fw_preserved_compact_view
p0007050,comparative,better,remark,bones,content,2,101-250,251-500,3,3,2,11988,gutenberg
p0007051,spatial,against,campaigning,businessmen,verbish,2,26-50,11-25,1,3,2,11994,simple_wiki
p0007052,spatial,into,sock,shoe,content,1,101-250,251-500,1,2,1,11995,qwen_pair_packed
p0007053,temporal,once,together,thousand,content,1,1001+,1001+,3,3,1,11997,open_subtitles
p0007054,spatial,through,channel,desert,content,1,501-1000,251-500,1,2,1,11997,open_subtitles
p0007055,temporal,after,upon,months,content,1,1001+,1001+,2,3,2,12005,gutenberg
p0007056,temporal,when,demanded,roused,verbish,1,101-250,51-100,1,3,1,12012,qwen_pair_packed
p0007057,temporal,after,roused,waking,verbish,1,51-100,51-100,2,1,1,12012,qwen_pair_packed
p0007058,causal_connector,whereas,warm,cold,content,2,501-1000,1001+,1,7,3,12013,gutenberg
p0007059,temporal,before,warm,cold,content,2,501-1000,1001+,2,6,3,12013,gutenberg
p0007060,spatial,across,yellow,objects,content,1,1001+,501-1000,2,2,2,12014,childes
p0007061,comparative,more,bit,bigger,content,1,1001+,501-1000,1,5,4,12018,bnc_spoken
p0007062,comparative,than,bit,bigger,content,1,1001+,501-1000,3,3,4,12018,bnc_spoken
p0007063,temporal,when,tonight,lake,content,2,1001+,501-1000,6,4,2,12020,childes
p0007064,causal_connector,because,rocks,sand,content,2,251-500,251-500,4,4,1,12020,childes
p0007065,temporal,when,vision,colors,content,1,101-250,501-1000,3,4,3,12021,fw_preserved_compact_view
p0007066,spatial,into,languages,current,content,1,251-500,501-1000,2,2,2,12025,qwen_pair_packed
p0007067,temporal,when,joy,girls,content,1,251-500,1001+,1,2,1,12028,gutenberg
p0007068,comparative,than,scarcely,graham,capitalized,2,251-500,101-250,3,2,4,12032,gutenberg
p0007069,spatial,outside,servant,spoke,content,1,251-500,501-1000,2,2,2,12033,gutenberg
p0007070,causal_connector,if,bids,amuse,content,2,26-50,51-100,8,3,3,12033,gutenberg
p0007071,temporal,once,meat,horse,content,1,501-1000,1001+,5,6,6,12037,childes
p0007072,temporal,while,horses,horse,content,1,501-1000,1001+,6,3,5,12037,childes
p0007073,temporal,after,days,contact,content,1,1001+,251-500,1,1,1,12041,fw_preserved_compact_view
p0007074,spatial,below,occurs,waist,content,1,101-250,51-100,1,2,1,12041,fw_preserved_compact_view
p0007075,temporal,when,occurs,teacher,content,1,101-250,501-1000,1,2,1,12043,fw_preserved_compact_view
p0007076,comparative,than,client,cos,content,1,101-250,501-1000,2,4,3,12045,bnc_spoken
p0007077,causal_connector,if,bought,judge,content,1,501-1000,251-500,6,6,3,12046,gutenberg
p0007078,comparative,than,mine,else,content,1,1001+,1001+,1,2,2,12046,gutenberg
p0007079,causal_connector,if,asked,wanted,verbish,1,1001+,1001+,2,2,1,12048,qwen_pair_packed
p0007080,comparative,faster,try,looks,content,1,1001+,1001+,3,7,5,12049,open_subtitles
p0007081,causal_connector,because,try,looks,content,1,1001+,1001+,4,6,5,12049,open_subtitles
p0007082,causal_connector,because,dem,small,content,1,251-500,1001+,3,4,4,12053,childes
p0007083,temporal,after,lake,around,content,1,501-1000,1001+,1,2,2,12054,open_subtitles
p0007084,comparative,longer,target,beam,content,2,251-500,51-100,2,6,2,12055,open_subtitles
p0007085,comparative,better,quality,future,nominal,1,251-500,501-1000,6,1,2,12056,qwen_pair_packed
p0007086,comparative,better,secure,future,nominal,1,251-500,501-1000,2,1,1,12056,qwen_pair_packed
p0007087,causal_connector,though,looked,loved,verbish,1,1001+,501-1000,4,3,3,12057,qwen_pair_packed
p0007088,temporal,while,full-time,standby,content,2,26-50,11-25,1,3,3,12057,qwen_pair_packed
p0007089,causal_connector,because,lucky,nine,content,1,251-500,1001+,1,4,2,12059,childes
p0007090,causal_connector,because,lucky,nine,content,1,251-500,1001+,1,4,2,12059,childes
p0007091,causal_connector,because,discussion,remote,content,1,101-250,101-250,2,6,3,12060,fw_preserved_compact_view
p0007092,causal_connector,because,band,remote,content,1,501-1000,101-250,3,5,4,12060,fw_preserved_compact_view
p0007093,spatial,across,box,base,content,1,1001+,1001+,4,5,4,12062,childes
p0007094,comparative,better,order,show,content,1,1001+,1001+,2,1,1,12062,childes
p0007095,temporal,before,ball,hour,content,1,1001+,1001+,1,2,1,12063,childes
p0007096,temporal,once,almost,son,content,1,1001+,1001+,2,3,2,12063,childes
p0007097,spatial,against,bruce,king,capitalized,2,251-500,1001+,4,4,2,12065,gutenberg
p0007098,temporal,after,medicine,shot,content,1,501-1000,501-1000,3,3,3,12069,simple_wiki
p0007099,spatial,beside,stand,hold,capitalized,1,1001+,1001+,2,2,2,12071,open_subtitles
p0007100,spatial,behind,bank,upon,content,1,501-1000,1001+,1,2,1,12078,qwen_pair_packed
p0007101,comparative,better,herb,placebo,content,2,26-50,6-10,2,2,2,12083,fw_preserved_compact_view
p0007102,comparative,than,herb,placebo,content,2,26-50,6-10,3,1,2,12083,fw_preserved_compact_view
p0007103,temporal,when,mildred,mother's,capitalized,2,251-500,501-1000,1,1,1,12089,gutenberg
p0007104,comparative,better,impressions,putty,content,2,11-25,11-25,2,2,2,12092,fw_preserved_compact_view
p0007105,comparative,than,impressions,putty,content,2,11-25,11-25,3,1,2,12092,fw_preserved_compact_view
p0007106,causal_connector,because,branch,level,content,1,251-500,501-1000,2,3,3,12102,bnc_spoken
p0007107,spatial,across,mouse,makes,content,1,501-1000,1001+,1,4,2,12105,childes
p0007108,causal_connector,if,asked,holding,verbish,1,1001+,501-1000,3,7,4,12117,qwen_pair_packed
p0007109,causal_connector,if,asked,observed,verbish,1,1001+,251-500,3,9,4,12117,qwen_pair_packed
