direction,anchor_correct_82,column,subtask,subgroup,fine_group,item_key,pred_id,gold,pred_82,pred_84,pred_alpha075,text_a,text_b
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41849,base_41849,satsuma is perishable.,satsuma is perishable.,a gherkin is perishable.,satsuma is perishable.,satsuma,a gherkin
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41850,base_41850,satsuma is perishable.,satsuma is perishable.,a geranium is perishable.,satsuma is perishable.,satsuma,a geranium
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41851,base_41851,satsuma is perishable.,satsuma is perishable.,a tray is perishable.,satsuma is perishable.,satsuma,a tray
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/41852,base_41852,a bean is perishable.,chocolate is perishable.,a bean is perishable.,chocolate is perishable.,a bean,chocolate
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/41855,base_41855,a bean is perishable.,castanets is perishable.,a bean is perishable.,castanets is perishable.,a bean,castanets
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41863,base_41863,blueberry is perishable.,blueberry is perishable.,a pansy is perishable.,blueberry is perishable.,blueberry,a pansy
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41868,base_41868,a dandelion is picked.,a dandelion is picked.,a buttercup is picked.,a dandelion is picked.,a dandelion,a buttercup
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41870,base_41870,a dandelion is picked.,a dandelion is picked.,a dandelion is picked.,radish is picked.,a dandelion,radish
alpha075_correct_chck84_wrong,0,COMPS,base,random,,COMPS/base/41875,base_41875,raspberry is picked.,a deer is picked.,a deer is picked.,raspberry is picked.,raspberry,a deer
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/419,base_419,lemon can be added to alcoholic drinks.,lemon can be added to alcoholic drinks.,lemon can be added to alcoholic drinks.,a hatchet can be added to alcoholic drinks.,lemon,a hatchet
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41908,base_41908,a tulip is planted.,a tulip is planted.,a brussels sprout is planted.,a tulip is planted.,a tulip,a brussels sprout
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41912,base_41912,a lily is planted.,a lily is planted.,a brussels sprout is planted.,a lily is planted.,a lily,a brussels sprout
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41940,base_41940,a hyacinth is planted.,a hyacinth is planted.,a brussels sprout is planted.,a hyacinth is planted.,a hyacinth,a brussels sprout
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41949,base_41949,lime is planted on the ground.,lime is planted on the ground.,a gherkin is planted on the ground.,lime is planted on the ground.,lime,a gherkin
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41951,base_41951,lime is planted on the ground.,lime is planted on the ground.,a scorpion is planted on the ground.,lime is planted on the ground.,lime,a scorpion
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/41960,base_41960,tomato is planted on the ground.,tomato is planted on the ground.,chocolate is planted on the ground.,tomato is planted on the ground.,tomato,chocolate
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/41962,base_41962,tomato is planted on the ground.,tomato is planted on the ground.,cheese is planted on the ground.,tomato is planted on the ground.,tomato,cheese
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/41985,base_41985,strawberry is planted on the ground.,strawberry is planted on the ground.,a prune is planted on the ground.,strawberry is planted on the ground.,strawberry,a prune
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/41991,base_41991,a cymbal is played by a drummer.,a cymbal is played by a drummer.,a bee is played by a drummer.,a cymbal is played by a drummer.,a cymbal,a bee
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/4202,base_4202,bread can be kneaded.,bread can be kneaded.,cheese can be kneaded.,bread can be kneaded.,bread,cheese
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/42029,base_42029,a gong is played by music bands.,a revolver is played by music bands.,a gong is played by music bands.,a revolver is played by music bands.,a gong,a revolver
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/42033,base_42033,an accordion is played by music bands.,a hammer is played by music bands.,an accordion is played by music bands.,a hammer is played by music bands.,an accordion,a hammer
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/4204,base_4204,flour can be kneaded.,butter can be kneaded.,flour can be kneaded.,butter can be kneaded.,flour,butter
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/42051,base_42051,a violin is played by music bands.,a violin is played by music bands.,a typewriter is played by music bands.,a violin is played by music bands.,a violin,a typewriter
chck84_correct_alpha075_wrong,1,COMPS,base,overlap,,COMPS/base/42057,base_42057,a french horn is played by musicians.,a french horn is played by musicians.,a french horn is played by musicians.,a typewriter is played by musicians.,a french horn,a typewriter
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/42059,base_42059,a french horn is played by musicians.,a french horn is played by musicians.,a french horn is played by musicians.,a guinea pig is played by musicians.,a french horn,a guinea pig
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/42064,base_42064,a trumpet is played by musicians.,a peeler is played by musicians.,a trumpet is played by musicians.,a peeler is played by musicians.,a trumpet,a peeler
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/42072,base_42072,a tuba is played by musicians.,a peeler is played by musicians.,a tuba is played by musicians.,a peeler is played by musicians.,a tuba,a peeler
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/42076,base_42076,an accordion is played by musicians.,a peeler is played by musicians.,an accordion is played by musicians.,a peeler is played by musicians.,an accordion,a peeler
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/42077,base_42077,an accordion is played by musicians.,a hammer is played by musicians.,an accordion is played by musicians.,a hammer is played by musicians.,an accordion,a hammer
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/42079,base_42079,an accordion is played by musicians.,an accordion is played by musicians.,an accordion is played by musicians.,an onion is played by musicians.,an accordion,an onion
alpha075_correct_chck84_wrong,0,COMPS,base,co-occurrence,,COMPS/base/42082,base_42082,a harpsichord is played by musicians.,a typewriter is played by musicians.,a typewriter is played by musicians.,a harpsichord is played by musicians.,a harpsichord,a typewriter
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/42084,base_42084,a flute is played by musicians.,a peeler is played by musicians.,a flute is played by musicians.,a peeler is played by musicians.,a flute,a peeler
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/42088,base_42088,a clarinet is played by musicians.,a peeler is played by musicians.,a clarinet is played by musicians.,a peeler is played by musicians.,a clarinet,a peeler
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/4209,base_4209,gloves can be knitted.,gloves can be knitted.,earmuffs can be knitted.,gloves can be knitted.,gloves,earmuffs
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/42093,base_42093,a bagpipe is played by people in kilts.,a bagpipe is played by people in kilts.,a harmonica is played by people in kilts.,a bagpipe is played by people in kilts.,a bagpipe,a harmonica
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/42094,base_42094,a bagpipe is played by people in kilts.,a bagpipe is played by people in kilts.,a harp is played by people in kilts.,a bagpipe is played by people in kilts.,a bagpipe,a harp
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/42122,base_42122,a trombone is played in brass bands.,a clarinet is played in brass bands.,a trombone is played in brass bands.,a clarinet is played in brass bands.,a trombone,a clarinet
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/42129,base_42129,a frisbee is played in groups.,a kite is played in groups.,a frisbee is played in groups.,a kite is played in groups.,a frisbee,a kite
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/42144,base_42144,a football is played with.,a football is played with.,a camera is played with.,a football is played with.,a football,a camera
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/42148,base_42148,a skateboard is played with.,a bicycle is played with.,a skateboard is played with.,a bicycle is played with.,a skateboard,a bicycle
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/4215,base_4215,a shawl can be knitted.,whiskey can be knitted.,a shawl can be knitted.,whiskey can be knitted.,a shawl,whiskey
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/42157,base_42157,a frisbee is played with.,a plate is played with.,a frisbee is played with.,a plate is played with.,a frisbee,a plate
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/42159,base_42159,a frisbee is played with.,a frisbee is played with.,a frisbee is played with.,radish is played with.,a frisbee,radish
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/42183,base_42183,a cello is played with a bow.,a cello is played with a bow.,a cello is played with a bow.,sugar is played with a bow.,a cello,sugar
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/42191,base_42191,a guitar is played with a pick.,satsuma is played with a pick.,a guitar is played with a pick.,satsuma is played with a pick.,a guitar,satsuma
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/422,base_422,a currant can be added to cake.,a currant can be added to cake.,plum can be added to cake.,a currant can be added to cake.,a currant,plum
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/42200,base_42200,a cymbal is played with drumsticks.,a cymbal is played with drumsticks.,castanets is played with drumsticks.,a cymbal is played with drumsticks.,a cymbal,castanets
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/42210,base_42210,a banjo is played with fingers.,a harmonica is played with fingers.,a banjo is played with fingers.,a harmonica is played with fingers.,a banjo,a harmonica
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/42222,base_42222,a flute is played with fingers.,a violin is played with fingers.,a flute is played with fingers.,a violin is played with fingers.,a flute,a violin
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/42224,base_42224,a trumpet is played with fingers.,a trumpet is played with fingers.,a trombone is played with fingers.,a trumpet is played with fingers.,a trumpet,a trombone
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/4227,base_4227,a scarf can be knitted.,a scarf can be knitted.,a fox can be knitted.,a scarf can be knitted.,a scarf,a fox
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/42273,base_42273,a puppet is played with hands.,a puppet is played with hands.,a rattle is played with hands.,a puppet is played with hands.,a puppet,a rattle
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/42275,base_42275,a puppet is played with hands.,a puppet is played with hands.,a puppet is played with hands.,a cake is played with hands.,a puppet,a cake
alpha075_correct_chck84_wrong,0,COMPS,base,random,,COMPS/base/423,base_423,a currant can be added to cake.,cabbage can be added to cake.,cabbage can be added to cake.,a currant can be added to cake.,a currant,cabbage
chck84_correct_alpha075_wrong,1,COMPS,base,co-occurrence,,COMPS/base/4230,base_4230,a mitten can be knitted.,a mitten can be knitted.,a mitten can be knitted.,a parka can be knitted.,a mitten,a parka
chck84_correct_alpha075_wrong,1,COMPS,base,taxonomic,,COMPS/base/42300,base_42300,a french horn is played with the mouth.,a french horn is played with the mouth.,a french horn is played with the mouth.,an accordion is played with the mouth.,a french horn,an accordion
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/42308,base_42308,a saxophone is played with the mouth.,an accordion is played with the mouth.,a saxophone is played with the mouth.,an accordion is played with the mouth.,a saxophone,an accordion
alpha075_correct_chck84_wrong,1,COMPS,base,co-occurrence,,COMPS/base/42314,base_42314,a bagpipe is played with the mouth.,a bagpipe is played with the mouth.,a harp is played with the mouth.,a bagpipe is played with the mouth.,a bagpipe,a harp
alpha075_correct_chck84_wrong,1,COMPS,base,taxonomic,,COMPS/base/42320,base_42320,a gerbil is playful.,a gerbil is playful.,a beaver is playful.,a gerbil is playful.,a gerbil,a beaver
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/42335,base_42335,a dog is playful.,a starling is playful.,a dog is playful.,a starling is playful.,a dog,a starling
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/42356,base_42356,a sofa is plush.,a bench is plush.,a sofa is plush.,a bench is plush.,a sofa,a bench
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/42359,base_42359,a sofa is plush.,rhubarb is plush.,a sofa is plush.,rhubarb is plush.,a sofa,rhubarb
chck84_correct_alpha075_wrong,0,COMPS,base,taxonomic,,COMPS/base/4236,base_4236,sugar can be lactose.,garlic can be lactose.,sugar can be lactose.,garlic can be lactose.,sugar,garlic
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/42363,base_42363,a wallet is pocket sized.,an accordion is pocket sized.,a wallet is pocket sized.,an accordion is pocket sized.,a wallet,an accordion
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/42365,base_42365,a nightingale is poetic.,a nightingale is poetic.,a wren is poetic.,a nightingale is poetic.,a nightingale,a wren
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/42371,base_42371,a spear is pointy.,a ship is pointy.,a spear is pointy.,a ship is pointy.,a spear,a ship
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/42373,base_42373,corn is popular at barbecues.,a pea is popular at barbecues.,corn is popular at barbecues.,a pea is popular at barbecues.,corn,a pea
chck84_correct_alpha075_wrong,0,COMPS,base,co-occurrence,,COMPS/base/42390,base_42390,chocolate is popular at parties.,butter is popular at parties.,chocolate is popular at parties.,butter is popular at parties.,chocolate,butter
chck84_correct_alpha075_wrong,1,COMPS,base,random,,COMPS/base/42399,base_42399,a limousine is popular at parties.,a limousine is popular at parties.,a limousine is popular at parties.,an elm tree is popular at parties.,a limousine,an elm tree
chck84_correct_alpha075_wrong,0,COMPS,base,random,,COMPS/base/42403,base_42403,brandy is popular at parties.,tomato is popular at parties.,brandy is popular at parties.,tomato is popular at parties.,brandy,tomato
alpha075_correct_chck84_wrong,1,COMPS,base,overlap,,COMPS/base/42441,base_42441,a doll is popular with children.,a doll is popular with children.,a dice is popular with children.,a doll is popular with children.,a doll,a dice
chck84_correct_alpha075_wrong,0,COMPS,base,overlap,,COMPS/base/42453,base_42453,a gerbil is popular with children.,a chipmunk is popular with children.,a gerbil is popular with children.,a chipmunk is popular with children.,a gerbil,a chipmunk
alpha075_correct_chck84_wrong,1,COMPS,base,random,,COMPS/base/4251,base_4251,a glider can be launched.,a glider can be launched.,a bicycle can be launched.,a glider can be launched.,a glider,a bicycle
