direction,column,subtask,subgroup,fine_group,item_key,pred_id,correct_82,correct_84,correct_100,gold,pred_82,pred_84,pred_100,text_a,text_b
loss_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11449,wugs_dist_before_11449,1,0,0,"A blicket is a shrimp. A dax is a squid. Therefore, a dax is chewy.","A blicket is a shrimp. A dax is a squid. Therefore, a dax is chewy.","A blicket is a shrimp. A dax is a squid. Therefore, a blicket is chewy.","A blicket is a shrimp. A dax is a squid. Therefore, a blicket is chewy.","A blicket is a shrimp. A dax is a squid. Therefore, a dax","A blicket is a shrimp. A dax is a squid. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/1145,wugs_dist_before_1145,0,1,1,"A dax is a flounder. A fep is a carp. Therefore, a fep can be oily.","A dax is a flounder. A fep is a carp. Therefore, a dax can be oily.","A dax is a flounder. A fep is a carp. Therefore, a fep can be oily.","A dax is a flounder. A fep is a carp. Therefore, a fep can be oily.","A dax is a flounder. A fep is a carp. Therefore, a fep","A dax is a flounder. A fep is a carp. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11451,wugs_dist_before_11451,1,0,0,"A blicket is tomato. A dax is a squid. Therefore, a dax is chewy.","A blicket is tomato. A dax is a squid. Therefore, a dax is chewy.","A blicket is tomato. A dax is a squid. Therefore, a blicket is chewy.","A blicket is tomato. A dax is a squid. Therefore, a blicket is chewy.","A blicket is tomato. A dax is a squid. Therefore, a dax","A blicket is tomato. A dax is a squid. Therefore, a blicket"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11456,wugs_dist_before_11456,0,0,1,"A blicket is a bat. A fep is a minnow. Therefore, a fep is cold blooded.","A blicket is a bat. A fep is a minnow. Therefore, a blicket is cold blooded.","A blicket is a bat. A fep is a minnow. Therefore, a blicket is cold blooded.","A blicket is a bat. A fep is a minnow. Therefore, a fep is cold blooded.","A blicket is a bat. A fep is a minnow. Therefore, a fep","A blicket is a bat. A fep is a minnow. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11467,wugs_dist_before_11467,1,1,0,"A fep is a ferry. A blicket is a prawn. Therefore, a blicket is cold blooded.","A fep is a ferry. A blicket is a prawn. Therefore, a blicket is cold blooded.","A fep is a ferry. A blicket is a prawn. Therefore, a blicket is cold blooded.","A fep is a ferry. A blicket is a prawn. Therefore, a fep is cold blooded.","A fep is a ferry. A blicket is a prawn. Therefore, a blicket","A fep is a ferry. A blicket is a prawn. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11475,wugs_dist_before_11475,1,0,1,"A blicket is castanets. A wug is a butterfly. Therefore, a wug is cold blooded.","A blicket is castanets. A wug is a butterfly. Therefore, a wug is cold blooded.","A blicket is castanets. A wug is a butterfly. Therefore, a blicket is cold blooded.","A blicket is castanets. A wug is a butterfly. Therefore, a wug is cold blooded.","A blicket is castanets. A wug is a butterfly. Therefore, a wug","A blicket is castanets. A wug is a butterfly. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11490,wugs_dist_before_11490,1,0,0,"A dax is a squirrel. A fep is a mosquito. Therefore, a fep is cold blooded.","A dax is a squirrel. A fep is a mosquito. Therefore, a fep is cold blooded.","A dax is a squirrel. A fep is a mosquito. Therefore, a dax is cold blooded.","A dax is a squirrel. A fep is a mosquito. Therefore, a dax is cold blooded.","A dax is a squirrel. A fep is a mosquito. Therefore, a fep","A dax is a squirrel. A fep is a mosquito. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11503,wugs_dist_before_11503,1,0,1,"A blicket is a caravan. A fep is an ox. Therefore, a fep is common in developing countries.","A blicket is a caravan. A fep is an ox. Therefore, a fep is common in developing countries.","A blicket is a caravan. A fep is an ox. Therefore, a blicket is common in developing countries.","A blicket is a caravan. A fep is an ox. Therefore, a fep is common in developing countries.","A blicket is a caravan. A fep is an ox. Therefore, a fep","A blicket is a caravan. A fep is an ox. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11515,wugs_dist_before_11515,0,1,1,"A blicket is champagne. A dax is a calf. Therefore, a dax is common in developing countries.","A blicket is champagne. A dax is a calf. Therefore, a blicket is common in developing countries.","A blicket is champagne. A dax is a calf. Therefore, a dax is common in developing countries.","A blicket is champagne. A dax is a calf. Therefore, a dax is common in developing countries.","A blicket is champagne. A dax is a calf. Therefore, a dax","A blicket is champagne. A dax is a calf. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11522,wugs_dist_before_11522,1,0,1,"A wug is a hummingbird. A dax is a dragonfly. Therefore, a dax is common in summer.","A wug is a hummingbird. A dax is a dragonfly. Therefore, a dax is common in summer.","A wug is a hummingbird. A dax is a dragonfly. Therefore, a wug is common in summer.","A wug is a hummingbird. A dax is a dragonfly. Therefore, a dax is common in summer.","A wug is a hummingbird. A dax is a dragonfly. Therefore, a dax","A wug is a hummingbird. A dax is a dragonfly. Therefore, a wug"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11524,wugs_dist_before_11524,0,0,1,"A blicket is an ant. A wug is a hornet. Therefore, a wug is common in summer.","A blicket is an ant. A wug is a hornet. Therefore, a blicket is common in summer.","A blicket is an ant. A wug is a hornet. Therefore, a blicket is common in summer.","A blicket is an ant. A wug is a hornet. Therefore, a wug is common in summer.","A blicket is an ant. A wug is a hornet. Therefore, a wug","A blicket is an ant. A wug is a hornet. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11532,wugs_dist_before_11532,0,1,0,"A dax is a beetle. A wug is a ladybird. Therefore, a wug is common in summer.","A dax is a beetle. A wug is a ladybird. Therefore, a dax is common in summer.","A dax is a beetle. A wug is a ladybird. Therefore, a wug is common in summer.","A dax is a beetle. A wug is a ladybird. Therefore, a dax is common in summer.","A dax is a beetle. A wug is a ladybird. Therefore, a wug","A dax is a beetle. A wug is a ladybird. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11539,wugs_dist_before_11539,0,0,1,"A blicket is a ladle. A dax is a bee. Therefore, a dax is common in summer.","A blicket is a ladle. A dax is a bee. Therefore, a blicket is common in summer.","A blicket is a ladle. A dax is a bee. Therefore, a blicket is common in summer.","A blicket is a ladle. A dax is a bee. Therefore, a dax is common in summer.","A blicket is a ladle. A dax is a bee. Therefore, a dax","A blicket is a ladle. A dax is a bee. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11541,wugs_dist_before_11541,1,1,0,"A wug is a walrus. A blicket is a dolphin. Therefore, a blicket is considered friendly.","A wug is a walrus. A blicket is a dolphin. Therefore, a blicket is considered friendly.","A wug is a walrus. A blicket is a dolphin. Therefore, a blicket is considered friendly.","A wug is a walrus. A blicket is a dolphin. Therefore, a wug is considered friendly.","A wug is a walrus. A blicket is a dolphin. Therefore, a blicket","A wug is a walrus. A blicket is a dolphin. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/1155,wugs_dist_before_1155,0,1,0,"A fep is sugar. A blicket is a spider. Therefore, a blicket can be poisonous.","A fep is sugar. A blicket is a spider. Therefore, a fep can be poisonous.","A fep is sugar. A blicket is a spider. Therefore, a blicket can be poisonous.","A fep is sugar. A blicket is a spider. Therefore, a fep can be poisonous.","A fep is sugar. A blicket is a spider. Therefore, a blicket","A fep is sugar. A blicket is a spider. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11550,wugs_dist_before_11550,0,0,1,"A blicket is a rabbit. A fep is a cat. Therefore, a fep is considered friendly.","A blicket is a rabbit. A fep is a cat. Therefore, a blicket is considered friendly.","A blicket is a rabbit. A fep is a cat. Therefore, a blicket is considered friendly.","A blicket is a rabbit. A fep is a cat. Therefore, a fep is considered friendly.","A blicket is a rabbit. A fep is a cat. Therefore, a fep","A blicket is a rabbit. A fep is a cat. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11551,wugs_dist_before_11551,1,1,0,"A fep is a kettle. A blicket is a cat. Therefore, a blicket is considered friendly.","A fep is a kettle. A blicket is a cat. Therefore, a blicket is considered friendly.","A fep is a kettle. A blicket is a cat. Therefore, a blicket is considered friendly.","A fep is a kettle. A blicket is a cat. Therefore, a fep is considered friendly.","A fep is a kettle. A blicket is a cat. Therefore, a blicket","A fep is a kettle. A blicket is a cat. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11566,wugs_dist_before_11566,1,0,0,"A wug is a hamster. A blicket is a goldfish. Therefore, a blicket is domesticated.","A wug is a hamster. A blicket is a goldfish. Therefore, a blicket is domesticated.","A wug is a hamster. A blicket is a goldfish. Therefore, a wug is domesticated.","A wug is a hamster. A blicket is a goldfish. Therefore, a wug is domesticated.","A wug is a hamster. A blicket is a goldfish. Therefore, a blicket","A wug is a hamster. A blicket is a goldfish. Therefore, a wug"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11584,wugs_dist_before_11584,0,0,1,"A wug is a hippo. A blicket is a llama. Therefore, a blicket is domesticated.","A wug is a hippo. A blicket is a llama. Therefore, a wug is domesticated.","A wug is a hippo. A blicket is a llama. Therefore, a wug is domesticated.","A wug is a hippo. A blicket is a llama. Therefore, a blicket is domesticated.","A wug is a hippo. A blicket is a llama. Therefore, a blicket","A wug is a hippo. A blicket is a llama. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11585,wugs_dist_before_11585,0,1,0,"A fep is a deer. A wug is a llama. Therefore, a wug is domesticated.","A fep is a deer. A wug is a llama. Therefore, a fep is domesticated.","A fep is a deer. A wug is a llama. Therefore, a wug is domesticated.","A fep is a deer. A wug is a llama. Therefore, a fep is domesticated.","A fep is a deer. A wug is a llama. Therefore, a wug","A fep is a deer. A wug is a llama. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11598,wugs_dist_before_11598,0,1,0,"A fep is a monkey. A dax is a pig. Therefore, a dax is domesticated.","A fep is a monkey. A dax is a pig. Therefore, a fep is domesticated.","A fep is a monkey. A dax is a pig. Therefore, a dax is domesticated.","A fep is a monkey. A dax is a pig. Therefore, a fep is domesticated.","A fep is a monkey. A dax is a pig. Therefore, a dax","A fep is a monkey. A dax is a pig. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/116,wugs_dist_before_116,1,0,1,"A dax is a beaver. A wug is a hamster. Therefore, a wug can be a pet.","A dax is a beaver. A wug is a hamster. Therefore, a wug can be a pet.","A dax is a beaver. A wug is a hamster. Therefore, a dax can be a pet.","A dax is a beaver. A wug is a hamster. Therefore, a wug can be a pet.","A dax is a beaver. A wug is a hamster. Therefore, a wug","A dax is a beaver. A wug is a hamster. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/1160,wugs_dist_before_1160,0,1,0,"A fep is an alligator. A wug is a rattlesnake. Therefore, a wug can be poisonous.","A fep is an alligator. A wug is a rattlesnake. Therefore, a fep can be poisonous.","A fep is an alligator. A wug is a rattlesnake. Therefore, a wug can be poisonous.","A fep is an alligator. A wug is a rattlesnake. Therefore, a fep can be poisonous.","A fep is an alligator. A wug is a rattlesnake. Therefore, a wug","A fep is an alligator. A wug is a rattlesnake. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_before,taxonomic,before,COMPS/wugs_dist_before/11608,wugs_dist_before_11608,1,0,0,"A blicket is a camel. A fep is a pig. Therefore, a fep is eaten as bacon.","A blicket is a camel. A fep is a pig. Therefore, a fep is eaten as bacon.","A blicket is a camel. A fep is a pig. Therefore, a blicket is eaten as bacon.","A blicket is a camel. A fep is a pig. Therefore, a blicket is eaten as bacon.","A blicket is a camel. A fep is a pig. Therefore, a fep","A blicket is a camel. A fep is a pig. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,overlap,before,COMPS/wugs_dist_before/11617,wugs_dist_before_11617,1,1,0,"A blicket is a buffalo. A dax is an ox. Therefore, a dax is eaten as beef.","A blicket is a buffalo. A dax is an ox. Therefore, a dax is eaten as beef.","A blicket is a buffalo. A dax is an ox. Therefore, a dax is eaten as beef.","A blicket is a buffalo. A dax is an ox. Therefore, a blicket is eaten as beef.","A blicket is a buffalo. A dax is an ox. Therefore, a dax","A blicket is a buffalo. A dax is an ox. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11622,wugs_dist_before_11622,1,1,0,"A wug is a leg. A fep is a calf. Therefore, a fep is eaten as beef.","A wug is a leg. A fep is a calf. Therefore, a fep is eaten as beef.","A wug is a leg. A fep is a calf. Therefore, a fep is eaten as beef.","A wug is a leg. A fep is a calf. Therefore, a wug is eaten as beef.","A wug is a leg. A fep is a calf. Therefore, a fep","A wug is a leg. A fep is a calf. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11627,wugs_dist_before_11627,1,1,0,"A wug is a parka. A dax is a goat. Therefore, a dax is eaten as meat.","A wug is a parka. A dax is a goat. Therefore, a dax is eaten as meat.","A wug is a parka. A dax is a goat. Therefore, a dax is eaten as meat.","A wug is a parka. A dax is a goat. Therefore, a wug is eaten as meat.","A wug is a parka. A dax is a goat. Therefore, a dax","A wug is a parka. A dax is a goat. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_before,random,before,COMPS/wugs_dist_before/11639,wugs_dist_before_11639,1,1,0,"A wug is a pony. A dax is a deer. Therefore, a dax is eaten as meat.","A wug is a pony. A dax is a deer. Therefore, a dax is eaten as meat.","A wug is a pony. A dax is a deer. Therefore, a dax is eaten as meat.","A wug is a pony. A dax is a deer. Therefore, a wug is eaten as meat.","A wug is a pony. A dax is a deer. Therefore, a dax","A wug is a pony. A dax is a deer. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11642,wugs_dist_before_11642,1,0,0,"A blicket is an eel. A dax is a mackerel. Therefore, a dax is eaten as meat.","A blicket is an eel. A dax is a mackerel. Therefore, a dax is eaten as meat.","A blicket is an eel. A dax is a mackerel. Therefore, a blicket is eaten as meat.","A blicket is an eel. A dax is a mackerel. Therefore, a blicket is eaten as meat.","A blicket is an eel. A dax is a mackerel. Therefore, a dax","A blicket is an eel. A dax is a mackerel. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_before,co-occurrence,before,COMPS/wugs_dist_before/11646,wugs_dist_before_11646,0,1,0,"A fep is a crocodile. A wug is an ostrich. Therefore, a wug is eaten as meat.","A fep is a crocodile. A wug is an ostrich. Therefore, a fep is eaten as meat.","A fep is a crocodile. A wug is an ostrich. Therefore, a wug is eaten as meat.","A fep is a crocodile. A wug is an ostrich. Therefore, a fep is eaten as meat.","A fep is a crocodile. A wug is an ostrich. Therefore, a wug","A fep is a crocodile. A wug is an ostrich. Therefore, a fep"
