endpoint,split,example_id,row_index,correct,gold,prediction,prompt,solution0,solution1,group,label,prediction_path
ms64,nonparallel,group0123_ex000078_eng_latn_0_v1,85,1,put it in the dishwasher., put it in the dishwasher.,"To remove bacteria from a kitchen brush,",put it in the washing machine.,put it in the dishwasher.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000097_eng_latn_0_v1,86,1,"Rinse out blender, and add 1 1/2 cups of hot water and about 1 tablespoon of dish soap. Seal lid then turn blender on high for 1 1/2 minutes."," Rinse out blender, and add 1 1/2 cups of hot water and about 1 tablespoon of dish soap. Seal lid then turn blender on high for 1 1/2 minutes.",How can you clean a blender very quickly and easily?,"Rinse out blender, and add 1 1/2 cups of hot water and about 1 tablespoon of dish soap. Seal lid then turn blender on high for 1 1/2 minutes.","Rinse out blender, and add 1 1/2 cups of hot water and about 1 tablespoon of dish soap. Remove lid then turn blender on high for 1 1/2 minutes.",ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000067_eng_latn_0_v1,87,1,Bolt the bench vise to a wooden work bench., Bolt the bench vise to a wooden work bench.,How to keep a bench vise from moving?,Weld the bench vise to a wooden work bench.,Bolt the bench vise to a wooden work bench.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000035_eng_latn_0_v1,88,0,You should check on the BBQ every 45 minutes to make sure it remains between 225-350° F., You should check on the BBQ every 45 minutes to make sure it remains between 225-350° C.,At what temperature should you keep a kettle BBQ for smoking?,You should check on the BBQ every 45 minutes to make sure it remains between 225-350° F.,You should check on the BBQ every 45 minutes to make sure it remains between 225-350° C.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000048_eng_latn_0_v1,89,1,Turn the knob with 'C' on it., Turn the knob with 'C' on it.,How to turn on a faucet with cold water?,Turn the knob with 'C' on it.,Turn the knob with 'H' on it.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000040_eng_latn_0_v1,90,1,sprinkle salt on carpet every nine days and vacuum every third day., sprinkle salt on carpet every nine days and vacuum every third day.,"To remove flea infestation from carpet,",sprinkle salt on carpet every nine days and vacuum every third day.,sprinkle sugar on carpet every nine days and vacuum every third day.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000003_eng_latn_0_v1,91,1,put the jar of honey in boiling water until it becomes runny., put the jar of honey in boiling water until it becomes runny.,"To decrystallize raw honey,",put the jar of honey in a microwave until it becomes runny.,put the jar of honey in boiling water until it becomes runny.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000101_eng_latn_0_v1,92,1,can be used to make a robot costume., can be used to make a robot costume.,A cardboard box,can be used to make a robot costume.,can be used to make a ghost costume.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000082_eng_latn_0_v1,93,1,Let it sit before cutting into it., Let it sit before cutting into it.,How to keep steak from tasting dry?,Cut into it right away.,Let it sit before cutting into it.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000017_eng_latn_0_v1,94,1,"Mix together 1 1/2 cups cornstarch, 1 cup white school glue, 1 tablespoon white flour, 1 teaspoon lotion, and 1 tablespoon baby oil. Mix and knead until the desired consistancy."," Mix together 1 1/2 cups cornstarch, 1 cup white school glue, 1 tablespoon white flour, 1 teaspoon lotion, and 1 tablespoon baby oil. Mix and knead until the desired consistancy.",How can I make DIY air dry clay for crafts?,"Mix together 1 1/2 cups cornstarch, 1 cup white school glue, 1 tablespoon white flour, 1 teaspoon lotion, and 1 tablespoon baby oil. Mix and knead until the desired consistancy.","Mix together 1 1/2 cups cornstarch, 1 cup white school glue, 1 tablespoon white vinegar, 1 teaspoon lotion, and 1 tablespoon baby oil. Mix and knead until the desired consistancy.",ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000015_eng_latn_0_v1,95,0,Add 35 drops of yellow food coloring and 20 drops of red food coloring to icing. Mix thoroughly before spreading on cake or cupcakes., Add 35 drops of blue food coloring and 20 drops of red food coloring to icing. Mix thoroughly before spreading on cake or cupcakes.,How do I make orange icing if I have store-bought white frosting?,Add 35 drops of blue food coloring and 20 drops of red food coloring to icing. Mix thoroughly before spreading on cake or cupcakes.,Add 35 drops of yellow food coloring and 20 drops of red food coloring to icing. Mix thoroughly before spreading on cake or cupcakes.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000063_eng_latn_0_v1,96,0,use needlenose pliers., use a ball-peen hammer.,"To twist the wire used to make a bike sculpture,",use needlenose pliers.,use a ball-peen hammer.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000026_eng_latn_0_v1,97,0,take it out of the fridge about 10-15 minutes before you want to roll it out., take it out of the oven about 10-15 minutes before you want to roll it out.,"To keep pie crust dough from cracking as you roll it out,",take it out of the fridge about 10-15 minutes before you want to roll it out.,take it out of the oven about 10-15 minutes before you want to roll it out.,ms,0,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000103_eng_latn_0_v1,98,0,Use a disposable razor to cut off the pills., Use a disposable knife to cut off the pills.,How can I tidy up a sweater that is pilling?,Use a disposable knife to cut off the pills.,Use a disposable razor to cut off the pills.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms64,nonparallel,group0123_ex000049_eng_latn_0_v1,99,1,touch the meat and see if it is soft to the touch., touch the meat and see if it is soft to the touch.,"To know when the frozen meat is defrosted,",touch the meat and see if it is firm to the touch.,touch the meat and see if it is soft to the touch.,ms,1,experiments/archive/functional_learning/data/repaired_densemask_sparselabel_zero_reading/official_outputs/densemask_sparselabel_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_densemask_sparselabel_seed62064_u0080/full_densemask_sparselabel_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
ms65,parallel,parallel_ex000000_eng_latn,0,1,The amount of air in the bag stays the same, The amount of air in the bag stays the same,"A plastic bag is filled with air and then sealed. When an object is placed on the bag, what happens?",The amount of air in the bag decreases,The amount of air in the bag increases,ms,3,experiments/archive/functional_learning/data/parallel_zero_reading/ms62065_GlobalPIQA_parallel/official_outputs/ms_acquisition_seed62065_GlobalPIQA_parallel/GlobalPIQA_parallel/repaired_ms62065_u0080/full_ms_acquisition_seed62065_GlobalPIQA_parallel_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ms65,parallel,parallel_ex000001_eng_latn,1,0,The water splashes off the cup, The water does not touch the cup,"A cup is placed with the opening on the table. When I pour water over the cup, what happens to the water?",The water does not touch the cup,The water goes into the cup,ms,2,experiments/archive/functional_learning/data/parallel_zero_reading/ms62065_GlobalPIQA_parallel/official_outputs/ms_acquisition_seed62065_GlobalPIQA_parallel/GlobalPIQA_parallel/repaired_ms62065_u0080/full_ms_acquisition_seed62065_GlobalPIQA_parallel_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ms65,parallel,parallel_ex000002_eng_latn,2,0,The ball bounces off the window, The ball sticks to the window,A child throws a paper ball at a glass window. What happens to the ball?,The ball bounces off the window,The ball sticks to the window,ms,0,experiments/archive/functional_learning/data/parallel_zero_reading/ms62065_GlobalPIQA_parallel/official_outputs/ms_acquisition_seed62065_GlobalPIQA_parallel/GlobalPIQA_parallel/repaired_ms62065_u0080/full_ms_acquisition_seed62065_GlobalPIQA_parallel_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ms65,parallel,parallel_ex000003_eng_latn,3,0,The ball breaks the window, The ball sticks to the window,A child throws a metal ball at a glass window. What happens to the ball?,The ball breaks into pieces,The ball sticks to the window,ms,3,experiments/archive/functional_learning/data/parallel_zero_reading/ms62065_GlobalPIQA_parallel/official_outputs/ms_acquisition_seed62065_GlobalPIQA_parallel/GlobalPIQA_parallel/repaired_ms62065_u0080/full_ms_acquisition_seed62065_GlobalPIQA_parallel_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
ms65,parallel,parallel_ex000004_eng_latn,4,1,You see the light from the lightbulb through the glass, You see the light from the lightbulb through the glass,"There is a lightbulb in front of you. Between you and the lightbulb, there is a sheet of glass. When you turn the lightbulb on, what happens?",You see the light from the lightbulb through the glass,The lightbulb does not emit any light,ms,0,experiments/archive/functional_learning/data/parallel_zero_reading/ms62065_GlobalPIQA_parallel/official_outputs/ms_acquisition_seed62065_GlobalPIQA_parallel/GlobalPIQA_parallel/repaired_ms62065_u0080/full_ms_acquisition_seed62065_GlobalPIQA_parallel_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
